,year_quarter,tax_revenue,total_expense,indirect_tax,employment,employed_people_thousands,unemployment,unemployed_people_thousands,lfp_rate,labour_force_people_thousands,informal_employed_15_70_thousands,Population,M0,M1,M2,schooling,rule_of_law,government_effectiveness,corruption_perceptions,fiscal_freedom,business_freedom,Financial freedom index (0-100),economic_freedom,electricity,log_electricity,dlog_electricity,usd_avg_q,eur_avg_q,interest_rate_avg_q,cpi_base_2010,nominal_gdp,gdp_s21,gdp_2,2021_deflator,tax_burden,direct_tax_share,gov_expenditure_share,deflated_tax_revenue,gdp_per_capita,cash_demand,deflated_M1,unemployment_rate,employment_rate,electricity_consumptions
44,2021Q1,303480700000.0,336286500000.0,150667500000.0,64.6,14813.7,10.9,1803.5,72.5,16617.2,2934.9,41588400.0,515457297300.0,1042402998000.0,1837193938800.0,80.5779352912525,38.6,42.00000000000001,32,89.0,64.0,30.0,56.0,20034683.98518697,16.812975528790325,-0.0576740365258068,27.969396666666665,33.75689111111111,6.145166666666667,294.8,1019715000000.0,1336876000000.0,1019715000000.0,131.1029062041845,29.761325468390677,50.35351506702074,32.97847928097556,231482816656.51862,32145.405930499852,0.2805677105796905,795102891446.6039,15.03448275862069,89.10344827586206,0.0019647336741331622
45,2021Q2,334843800000.0,433534000000.0,162755400000.0,65.2,14935.6,10.3,1710.6,72.6,16646.2,3015.4,41588400.0,533310011599.99994,1098546074900.0,1889357026600.0,79.0212713644319,38.6,42.00000000000001,32,89.0,64.0,30.0,56.0,20299407.173355896,16.82610224030263,0.0131267115123066,27.59104065934066,33.23316813186813,7.333333333333333,304.0,1182310000000.0,1354415000000.0,1182310000000.0,114.55667295379384,28.32115096717443,51.39363488289166,36.668386463786995,292295325419.4616,32567.134104702272,0.2822706370959014,958954242100.8473,14.187327823691462,89.80716253443526,0.0017169276393971034
46,2021Q3,379382100000.0,404231500000.0,192311300000.0,65.6,15042.5,10.0,1678.2,72.9,16720.7,3079.3,41588400.0,544383020200.0,1107513241800.0,1899024706800.0,77.4646074376113,38.6,42.00000000000001,32,89.0,64.0,30.0,56.0,20916032.410074532,16.85602652382398,0.0299242835213497,26.911033695652172,31.738759782608696,7.9984,306.8333333333333,1512884000000.0,1361964000000.0,1512884000000.0,90.02435084249684,25.07674745717451,49.30933747269574,26.71926598470207,421421644754.4869,32748.65106616268,0.28666452745489895,1230237409584.5054,13.71742112482853,89.98628257887515,0.0013825271739323392
47,2021Q4,436097500000.0,670325700000.0,211055300000.0,65.3,14957.3,10.3,1709.5,72.7,16666.8,3018.4,41588400.0,549643660100.0,1174475572400.0,1956030479200.0,75.9079435107907,38.6,42.00000000000001,32,89.0,64.0,30.0,56.0,21965684.7313826,16.90499200865448,0.0489654848305001,26.680642391304342,30.51671413043478,8.618266666666665,314.1666666666667,1735940000000.0,1397594000000.0,1735940000000.0,80.50934940147701,25.121691993962926,51.60364368059896,38.614566171641876,541673114044.5652,33605.380346442755,0.28099953755567225,1458806438173.0718,14.167812929848694,89.82118294360384,0.0012653481532416213
48,2022Q1,324021900000.0,447336900000.0,143468300000.0,,,,,,,,41167300.0,634687562800.0,1270163263300.0,2030950830300.0,76.73862057011081,35.199999999999996,37.2,33,74.0,61.0,30.0,54.0,16457035.43397728,16.61626362970015,-0.2887283789543318,28.554487777777776,32.278843333333334,9.784933333333331,328.6666666666667,1091508000000.0,1132211000000.0,1091508000000.0,103.72906107880107,29.685710045185193,55.72265331448276,40.983382622940006,312373308531.0071,27502.678096450338,0.31250759660500876,1224500877661.5457,,,0.0015077338355721883
49,2022Q2,271618200000.0,710375100000.0,98929300000.0,,,,,,,,41167300.0,634444539800.0,1391157256300.0,2119562897700.0,77.56929762943093,35.199999999999996,37.2,33,74.0,61.0,30.0,54.0,10676578.448991813,16.183562970222322,-0.4327006594778275,29.254899999999996,31.198413186813188,14.666666666666666,360.7,1030900000000.0,856555000000.0,1030900000000.0,83.08807837811621,26.347676787273254,63.577808850806015,68.908245222621,326903937727.2913,20806.683945753062,0.29932800790599534,1674316320049.1155,,,0.001035656072266157
50,2022Q3,366127100000.0,786724700000.0,176510400000.0,,,,,,,,41167300.0,640179174200.0,1394022066600.0,2261911492800.0,78.39997468875104,35.199999999999996,37.2,33,74.0,61.0,30.0,54.0,11948802.524035657,16.29614162412705,0.1125786539047268,34.97866521739131,35.18434673913043,25.0,379.0333333333333,1461098000000.0,926588000000.0,1461098000000.0,63.41723826875405,25.05835337533827,51.78985658259112,53.84475921532984,577330564993.0714,22507.86425148115,0.2830257400600268,2198175298476.9138,,,0.0008177961043020835
51,2022Q4,381457800000.0,1099434700000.0,163527400000.0,,,,,,,,41167300.0,641467985100.0,1471239207300.0,2375724143600.0,79.23065174807115,35.199999999999996,37.2,33,74.0,61.0,30.0,54.0,11217745.192995258,16.23300747467186,-0.0631341494551875,36.5686,37.25223369565217,25.0,397.6,1655608000000.0,967908000000.0,1655608000000.0,58.46238964779103,23.040345299128777,57.13093296296471,66.40670376079362,652484105248.0194,23511.573506156587,0.2700094566231776,2516556740433.5312,,,0.0006775604607488763
52,2023Q1,353348500000.0,809503400000.0,156949500000.0,,,,,,,,,629358373100.0,1514616508400.0,2517110746200.0,80.06132880739126,35.0,38.4,36,,,,,12094458.66298624,16.308257943933793,0.0752504692619311,36.5686,39.22329777777777,25.0,407.5,1388161000000.0,1000083000000.0,1388161000000.0,72.04373267942263,25.454432158805783,55.58223680021281,58.314806423750554,490463898604.91583,,0.25003205522447586,2102357071280.1362,,,0.0008712576324350157
53,2023Q2,388995800000.0,715215400000.0,180292200000.0,,,,,,,,,649461584300.0,1546051509100.0,2658843736500.0,80.89200586671137,35.0,38.4,36,,,,,12624248.565169802,16.351130011763825,0.0428720678300322,36.5686,39.820536263736265,25.0,415.8,1483162000000.0,1022386000000.0,1483162000000.0,68.9328610091143,26.227465374652265,53.65189032889302,48.22233849033349,564311119987.5586,,0.24426466865440025,2242836705842.778,,,0.000851171252039211
54,2023Q3,436354100000.0,-399107800000.0,211360600000.0,,,,,,,,,680181458500.0,1611746848500.0,2785349719100.0,81.7226829260315,35.0,38.4,36,,,,,12732682.999541195,16.359682710269947,0.0085526985061221,36.5686,39.83642282608695,22.5154,413.0,1807595000000.0,1030874000000.0,1807595000000.0,57.03014226084936,24.140036899858654,51.56213726420813,-22.079492364163432,765128899738.9594,,0.24419966147725955,2826131558865.931,,,0.0007043991048626045
55,2023Q4,307511300000.0,252146000000.0,147956900000.0,,,,,,,,,674050742400.0,1711431115200.0,2859921175300.0,82.5533599853516,35.0,38.4,36,,,,,12845056.372302763,16.36846957717377,0.0087868669038222,36.59415,39.36276847826087,16.935466666666667,418.06666666666666,1949043000000.0,1044847000000.0,1949043000000.0,53.6082066942597,15.777553394152926,51.88570306196878,12.936913141475074,573627283885.4874,,0.23568857359479267,3192479698044.55,,,0.0006590442782587538
56,2024Q1,434881327201.7567,916389800000.0,202562996217.76312,,,,,,,,,713493946800.0,1823842138900.0,3056583234800.0,83.71302032470706,35.6,38.0,35,,,,,13175801.51778588,16.393892486805832,0.0254229096320628,38.17270879120879,41.466826373626375,14.9086,423.9666666666667,1631877000000.0,1053242000000.0,1629400000000.0,64.63986743586597,26.68966043953337,53.42108673160229,56.240935313612376,672775710181.0812,,0.2334286004963597,2821543748847.52,,,0.0008086290363192514
57,2024Q2,21359716373.936707,263288300000.0,9949123764.191772,,,,,,,,,747795633000.0,1922009514800.0,3218831826800.0,84.8726806640625,35.6,38.0,35,,,,,13207886.771593776,16.396324691831378,0.0024322050255456,39.847840659340655,42.90793296703297,13.683333333333332,431.4666666666667,1739266000000.0,1053458000000.0,1742535000000.0,60.45548582955293,1.2257840659692176,53.42108673160206,15.109498517963772,35331312089.95308,,0.23231895086094653,3179214406148.15,,,0.000757969668993379
58,2024Q3,109672119462.9195,-39392200000.0,51084081404.246765,,,,,,,,,752628123100.0,1936922075300.0,3268492748900.0,86.03234100341794,35.6,38.0,35,,,,,12540322.692026772,16.34445982585445,-0.0518648659769276,41.141161956521735,45.16889239130435,13.0,442.6,2092488000000.0,1057260000000.0,2092353000000.0,50.529714632282406,5.2415686771266365,53.421086731602315,-1.8826746729638835,217044802768.09677,,0.230267643504271,3833233750468.3633,,,0.0005993406797049433
59,2024Q4,65335103145.32385,567386400000.0,30432381027.8786,,,,,,,,,745460181300.0,1984123786800.0,3315457909100.0,87.1920013427734,35.6,38.0,35,,,,,13266105.118593575,16.400722852946508,0.0562630270920578,41.44930869565218,44.26375652173913,13.102166666666667,463.9,2198745000000.0,1053643000000.0,2194371000000.0,48.01571839948669,2.977395488061219,53.421086731602266,25.856448157581376,136070239753.03539,,0.22484380792587394,4132238052323.323,,,0.0006045516058402875
