n_causes,n_indicators,n_sig_causes,n_sig_inds,correct_g,correct_l,mean_abs_z,chi2,df,pvalue,cfi,tli,rmsea,aic,bic,score,causes_str,indicators_str
3,3,1,2,2,2,1.8044564267565117,14.899358131138317,6,0.021054092283190773,0.7727550957760232,0.4318877394400581,0.1836019877089446,721.8677008111093,737.9254075163736,4.347112309342317,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,d_lfp_rate|d_employment_rate|dlog_deflated_tax_revenue
3,3,1,1,3,2,2.285390857502859,12.099799010766144,6,0.05977908586373082,0.8039859685401399,0.50996492135035,0.1520042738978253,727.110916001817,743.1686227070813,4.345205752416952,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,dlog_deflated_tax_revenue|d_lfp_rate|d_employment_rate
5,2,1,1,4,1,2.417206389205994,111.38600103167262,4,0.0,0.4585933399838972,-1.8423849650845399,0.7811195383131212,777.025078391561,793.0827850968253,4.341720638920599,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate
3,2,1,1,2,0,1.728026881022853,1.6301970475567984,2,0.44259571901061645,1.0,1.0382857449129634,0.0,576.6103345829375,589.0996620203654,4.339469354768951,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,sdiff_gdp_2|sdiff_deflated_M1
3,3,1,1,3,2,4.200748389322166,105.99373076852989,6,0.0,0.4555770934294687,-0.3610572664263282,0.6154381623680618,668.4548231796138,684.5125298848781,4.336741505598884,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
3,3,1,2,1,1,1.658819673566578,6.933515547701234,6,0.3270394653143053,0.981596756000517,0.9539918900012925,0.059464642782855015,702.3382307744705,718.3959374797348,4.332548634023324,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions,sdiff_gdp_2|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,1,1,3,2,4.117340681452054,104.40268037377345,6,0.0,0.4530086371454274,-0.36747840713643154,0.6105222564806567,670.6349415782377,686.692648283502,4.328400734811872,d_tax_burden|d_direct_tax_share|d_unemployment_rate,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
3,2,2,0,1,1,4.934072040274018,1.4711747845119945,2,0.47922388388719295,1.0,1.042043319274699,0.0,561.8559185787882,574.345246016216,4.326740537360735,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_deflated_M1
3,3,1,1,1,2,4.086719498995103,7.911581049381937,6,0.24465295964878875,0.9801008442019268,0.9502521105048168,0.08509310964035167,657.9784693324434,674.0361760377077,4.325338616566177,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
3,3,1,2,2,2,1.5777567439877604,15.361197990983548,6,0.017625977232910817,0.751345651264448,0.3783641281611199,0.18830582385890274,723.8440774832876,739.9017841885519,4.324442341065442,d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_lfp_rate|d_employment_rate|dlog_deflated_tax_revenue
5,2,2,1,3,0,1.2374341813243688,4.909272806197976,4,0.29673399260545286,0.9766327080576672,0.8773217173027529,0.07187713657685939,829.9824347079382,846.0401414132025,4.323743418132437,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,sdiff_deflated_M1|dlog_deflated_tax_revenue
3,3,1,2,2,2,1.5551996145953106,111.31111579821145,6,0.0,0.4442571956575698,-0.3893570108560755,0.6315898524041468,667.9452893420985,684.0029960473628,4.322186628126197,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions,sdiff_gdp_2|d_lfp_rate|d_employment_rate
4,2,2,0,3,1,1.943675954266177,1.958887318160773,3,0.5809834926668409,1.0,1.2308327432620032,0.0,723.5379651680051,737.8114822393512,4.319367595426618,d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
3,3,1,1,1,2,4.024895640109971,6.6310430053296585,6,0.35631883428563604,0.9909997098263432,0.9774992745658581,0.048890841822651146,682.6477268147911,698.7054335200554,4.319156230677663,d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,2,1,1,3,1,1.85398198555154,10.993789323979172,3,0.011759506500879091,0.8697736977540136,0.3488684887700677,0.24608740323337405,693.740271081918,708.013788153264,4.310398198555154,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_lfp_rate|dlog_deflated_tax_revenue
3,3,1,0,3,2,1.420861061452077,5.945716187177446,6,0.42929842621519165,1.0,1.042283055428558,0.0,748.866480054822,764.9241867600863,4.308752772811874,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,2,2,0,3,1,1.8372149251846097,3.020743775623796,3,0.388437938703486,0.9991799385858228,0.9958996929291137,0.01253594094321549,721.8556636572775,736.1291807286236,4.308721492518461,d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
4,2,1,1,4,0,1.0163899716731637,7.591349403258722,3,0.05525717199754232,0.926514076630186,0.6325703831509302,0.18650187673234628,689.2423573440545,703.5158744154006,4.301638997167316,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|sdiff_deflated_M1
3,3,1,2,3,1,1.3473687106721728,36.63124234389086,6,2.0776703179015144e-06,0.63658001231233,0.09145003078082485,0.34062799814577593,698.4754855537445,714.5331922590088,4.301403537733884,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate,sdiff_gdp_2|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,2,1,1,3,1,1.7419768343510753,9.70349291858141,3,0.02126222937744282,0.7925496927211942,-0.03725153639402864,0.22535313901071,721.5200770818082,735.7935941531542,4.299197683435107,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|sdiff_gdp_2
4,3,1,1,2,2,2.9866838514433534,11.297477213042857,8,0.18540666764835878,0.9556043821411957,0.8834615031206388,0.09678756630683005,803.0080065615881,820.8499029007708,4.298668385144335,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,2,1,1,2,1,1.299520053571927,7.846183088920373,2,0.019779849837285646,0.790145286762157,-0.04927356618921537,0.2577477424493404,603.2632031062373,615.7525305436651,4.296618672023858,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|dlog_deflated_tax_revenue
4,3,1,2,3,2,1.6957348940460093,114.68088772037883,8,0.0,0.4634562211311978,-0.40842741953060596,0.5505185771171363,781.8364609917817,799.6783573309643,4.294573489404601,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate|d_employment_rate
3,3,1,2,3,1,1.257045185370389,29.659931955432068,6,4.56128522555721e-05,0.7118301555658086,0.27957538891452155,0.29936759072524305,693.6861230534347,709.743829758699,4.292371185203705,dlog_gdp_per_capita|d_tax_burden|d_government_effectiveness,sdiff_gdp_2|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,3,1,2,3,2,1.6730852415144393,18.11763313268053,8,0.020361658374063785,0.7519712583278606,0.348924553110634,0.16953842026253266,843.3108177428644,861.152714082047,4.292308524151444,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
3,2,1,1,2,0,1.2402460520529106,2.215115008196925,2,0.3303648913269317,0.9966455056990923,0.9832275284954612,0.04944177110005779,561.3629725189664,573.8522999563943,4.290691271871957,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|sdiff_deflated_M1
3,2,1,1,2,1,1.2388176001892517,6.051177789773654,2,0.048529234235554,0.8831201284528175,0.41560064226408766,0.21456027415956544,594.665399358211,607.1547267956388,4.290548426685591,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue
3,2,1,1,2,0,1.2287413820135422,2.213281467567004,2,0.3306678989253683,0.9957511982825565,0.9787559914127826,0.04923061080805454,575.2905140709363,587.7798415083641,4.28954080486802,dlog_gdp_per_capita|d_direct_tax_share|d_government_effectiveness,sdiff_deflated_M1|sdiff_gdp_2
5,2,1,1,2,1,0.8382114334209142,7.98751299418597,4,0.09203668186120573,0.9574644933762602,0.7766885902253657,0.15052017748661506,778.2273623658593,794.2850690711236,4.283821143342092,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|d_employment_rate
3,2,1,0,3,1,1.1527238152609496,0.33639418610609084,2,0.845187237734567,1.0,1.9778969032969036,0.0,615.1056159175735,627.5949433550013,4.281939048192761,dlog_gdp_per_capita|d_tax_burden|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate
3,3,1,2,3,1,1.1257382492578152,33.11505529603255,6,9.964611736190676e-06,0.6487230286965933,0.1218075717414833,0.32048173549829967,702.0554082097852,718.1131149150496,4.279240491592447,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate,d_lfp_rate|sdiff_deflated_M1|sdiff_gdp_2
3,3,1,2,2,2,1.1110734518876877,16.74573298399288,6,0.010264570513464188,0.6639050007747402,0.15976250193685043,0.2017511685970519,730.9037372539649,746.9614439592292,4.277774011855435,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
4,3,2,1,3,2,1.9593449591869612,13.913582719029801,8,0.0840458438314875,0.8213118942862314,0.5309437225013574,0.12961462458509326,846.8045079753073,864.6464043144899,4.270934495918696,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,1,2,2,0,1.0317973522237691,7.908432153133468,6,0.24488887486683564,0.9423243982773539,0.8558109956933849,0.08502299495407173,720.9496726122529,737.0073793175172,4.269846401889043,d_tax_burden|d_direct_tax_share|d_government_effectiveness,sdiff_deflated_M1|d_employment_rate|dlog_deflated_tax_revenue
3,2,2,0,2,1,2.2057888922793754,3.007711702410095,2,0.2222714600253909,0.9564402326683284,0.7822011633416422,0.10701060389311548,603.1489712709055,615.6382987083333,4.25391222256127,d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
3,3,2,1,2,2,1.6636765253174868,29.615725288523024,6,4.6502656299685086e-05,0.6001425695880299,0.0003564239700746249,0.29908778791647284,716.68567425864,732.7433809639043,4.249700985865082,d_tax_burden|d_unemployment_rate|d_corruption_perceptions,sdiff_gdp_2|d_lfp_rate|dlog_deflated_tax_revenue
4,2,1,1,3,0,1.1880192185110587,2.543165977970599,3,0.4675405085342982,1.0,1.0328855976549396,0.0,677.2154097253558,691.4889267967019,4.243801921851106,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|sdiff_deflated_M1
3,2,2,0,2,1,2.102401221664909,4.497965617990651,2,0.10550649025058634,0.9117604241146361,0.5588021205731803,0.16848137265499694,599.4643229523973,611.9536503898252,4.243573455499824,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate
3,2,2,0,2,1,2.0921742704453226,4.383135038961264,2,0.11174145435813854,0.9218019775161935,0.6090098875809675,0.16456330085470508,597.182752352635,609.6720797900629,4.242550760377865,d_tax_burden|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate
4,3,2,1,3,2,3.5870740981021996,29.60737964138389,8,0.0002479512851742971,0.7830897927233167,0.4306107058987064,0.2477591597780625,795.9783468351112,813.8202431742939,4.23370740981022,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,2,1,1,3,1,1.079859199439529,7.89138535914973,3,0.0483105955484866,0.861870867994927,0.3093543399746349,0.1924992199738177,716.6100127377334,730.8835298090795,4.232985919943953,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate
4,3,2,1,3,2,3.4847204405801864,30.432462565103435,8,0.00017721526135261456,0.7744483833501556,0.4079270062941588,0.2524452155076032,796.9618230629487,814.8037194021314,4.223472044058019,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,2,2,0,3,1,1.844641147271919,3.461839805488136,2,0.17712140054257097,0.808531770600736,0.04265885300367987,0.12888683397250508,619.1022055200256,631.5915329574534,4.217797448060525,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions,d_lfp_rate|d_employment_rate
4,3,2,1,3,2,3.237390557282488,29.440484772084176,8,0.00026531858047051937,0.7656892220983068,0.3849342080080554,0.24680046211972914,803.9213743852742,821.7632707244569,4.1987390557282485,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,2,2,1,1,0,1.644536793542267,5.351525969874455,2,0.06885427357434304,0.9354087210058455,0.6770436050292277,0.1951551239013134,576.738574693197,589.2279021306249,4.19778701268756,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,sdiff_gdp_2|sdiff_deflated_M1
3,3,2,0,3,2,1.419885972300787,8.77603095244876,6,0.1865712442136248,0.8112749053412804,0.528187263353201,0.10254398451043147,740.1969540317766,756.2546607370409,4.1753219305634115,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,sdiff_gdp_2|d_lfp_rate|d_employment_rate
3,2,2,0,1,1,3.156204872440316,2.3864024200934253,2,0.30324894502882616,0.9852537933951023,0.9262689669755118,0.06626414258081623,599.4581497751403,611.9474772125682,4.148953820577365,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate,d_lfp_rate|sdiff_deflated_M1
4,2,1,1,2,1,3.9229676907101774,23.33176322599485,3,3.443723172258384e-05,0.788207090194502,-0.05896454902748999,0.39246465992218943,671.4637573785386,685.7372744498847,4.1422967690710175,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue
3,3,1,1,3,2,2.1928952869747778,14.735032487814124,6,0.02242076631148271,0.7225611041400141,0.3064027603500352,0.1818989946976706,729.3808179192712,745.4385246245355,4.135956195364145,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
3,3,1,1,2,1,2.1793405947213627,4.995931348006785,6,0.544335058336727,1.0,1.0842129698224339,0.0,721.3188208740148,737.3765275792791,4.134600726138803,dlog_gdp_per_capita|d_tax_burden|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_deflated_M1
4,3,1,2,4,1,1.1665289183082994,39.34813472767237,8,4.235677266817284e-06,0.6593723541470493,0.10585242963600444,0.298424531382538,813.3029932096867,831.1448895488694,4.11665289183083,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,1,1,3,2,1.9939966223404237,106.00171355667516,6,0.0,0.45609910449719426,-0.3597522387570145,0.615462727980225,668.2718517795859,684.3295584848502,4.116066328900709,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate,d_lfp_rate|d_employment_rate|sdiff_deflated_M1
3,3,1,1,2,1,1.93497458835542,5.850260774797693,6,0.44017147353965547,1.0,1.012283867378822,0.0,721.5058010593681,737.5635077646324,4.110164125502209,d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_employment_rate|sdiff_deflated_M1
5,2,2,1,2,1,2.0823689544824404,9.740414042434907,4,0.04503491864057052,0.8723787229669282,0.3299882955763734,0.18059897252606688,828.7457083504956,844.80341505576,4.108236895448244,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,dlog_deflated_tax_revenue|sdiff_gdp_2
3,2,1,0,2,1,4.395894625454368,0.8432752627942683,2,0.6559716998788967,1.0,1.0872996985842973,0.0,557.8683221763217,570.3576496137496,4.106256129212103,d_tax_burden|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_gdp_2
4,3,2,1,3,2,2.2794050068545832,30.63485818134231,8,0.0001631520785058127,0.7229361114668458,0.2727072926004702,0.2535814945511864,814.9247761663388,832.7666725055215,4.102940500685459,d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
3,3,1,2,1,2,4.34272521957222,113.66713461438796,6,0.0,0.45477246802324056,-0.36306882994189854,0.6386157337221893,662.325514426623,678.3832211318874,4.100939188623888,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,3,2,1,3,2,2.241911120402846,37.24396384273645,8,1.0378587279702423e-05,0.5149323383585828,-0.2733026118087202,0.2882350477215544,842.9409067678321,860.7828031070147,4.099191112040285,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
3,3,1,2,2,1,2.315050365149911,10.937743915120649,6,0.09031969448240051,0.8800377022141718,0.7000942555354296,0.13676101577592595,715.9072585663262,731.9649652715905,4.098171703181658,dlog_gdp_per_capita|d_tax_burden|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_deflated_M1
3,3,1,1,2,1,1.8062045784965017,6.298695885353855,6,0.3905750848784604,0.9938001781867869,0.9845004454669671,0.033636643830182285,704.2508682735397,720.308574978804,4.097287124516317,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,sdiff_gdp_2|d_lfp_rate|sdiff_deflated_M1
4,3,1,2,4,1,0.9560704510572006,72.42682148840026,8,1.6129320101754274e-12,0.476337384675972,-0.3746143652255734,0.42782092382768455,815.3810216001742,833.2229179393569,4.09560704510572,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1|sdiff_gdp_2
4,3,1,2,2,2,3.450605283328814,134.01549606001737,8,0.0,0.4263891427204084,-0.505728500358928,0.5983298156972642,780.3127318134112,798.1546281525939,4.095060528332882,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
3,2,1,0,2,1,4.25856797294188,1.2296823877370961,2,0.5407267592160822,1.0,1.0597263961541685,0.0,560.0177428671161,572.507070304544,4.0925234639608545,d_tax_burden|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
3,2,1,0,2,1,4.229687853891952,1.8308100766141244,2,0.40035443436378537,1.0,1.013787274047392,0.0,563.7487919271713,576.2381193645991,4.0896354520558615,d_tax_burden|d_direct_tax_share|d_unemployment_rate,d_employment_rate|sdiff_gdp_2
3,2,1,0,2,1,4.228632476332221,0.10816068879693574,2,0.9473559886969728,1.0,1.1454103435514578,0.0,558.3316765167516,570.8210039541794,4.089529914299889,d_tax_burden|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
5,2,2,1,2,0,1.7707052776085923,5.137506731523057,4,0.27347719895487776,0.9704713558987075,0.844974618468214,0.08039344767521965,830.6007258341392,846.6584325394035,4.077070527760859,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,1,2,1,2,2.0948322149062455,11.927357482171011,6,0.06360912903910476,0.8904931261102301,0.7262328152755751,0.14984028722239623,703.9299495254238,719.9876562306881,4.076149888157291,d_tax_burden|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
3,2,1,0,2,1,4.078678883419689,2.3362132316646793,2,0.31095514178729977,0.994560921377291,0.9728046068864553,0.0618110419365379,563.7971014014599,576.2864288388878,4.074534555008635,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate,d_employment_rate|sdiff_deflated_M1
3,2,0,1,3,0,0.7314448051916718,0.2508720476599997,2,0.8821121967817112,1.0,1.1580484176481078,0.0,568.1909392193165,580.6802666567444,4.073144480519167,d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,sdiff_deflated_M1|sdiff_gdp_2
3,3,0,2,3,0,0.724550770247593,5.784085040506611,6,0.4478066123025807,1.0,1.009041001837716,0.0,692.210018929954,708.2677256352183,4.07245507702476,d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,sdiff_deflated_M1|dlog_deflated_tax_revenue|sdiff_gdp_2
5,3,1,2,3,2,2.6992431457208492,135.31790818402493,10,0.0,0.4343480564237746,-0.5838254420134311,0.533679143016631,898.6123557424819,918.2384417155828,4.069924314572085,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,3,1,2,2,2,3.197927303279577,116.12471464900696,8,0.0,0.4536572818576795,-0.43414963512359117,0.5542314361332413,784.2036902244485,802.0455865636311,4.069792730327958,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,3,1,1,4,2,1.1918553166445243,14.743808179193643,8,0.06432260523147593,0.8866627091817177,0.702489611602009,0.13841439940850916,821.2270609569995,839.0689572961821,4.069185531664453,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_deflated_M1
4,3,1,2,2,2,3.166267531007602,136.44460473303772,8,0.0,0.41852843278605767,-0.5263628639365987,0.6040690732559578,781.5342078972615,799.3761042364441,4.06662675310076,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,2,1,1,2,1,1.1505822143640987,7.5851256956550515,3,0.055411081340483115,0.8773806822071766,0.3869034110358829,0.18637542950898728,714.3222627065022,728.5957797778483,4.06505822143641,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue
5,3,1,2,3,2,2.6460525370530474,137.17600677783406,10,0.0,0.4323818395248783,-0.5893308493303407,0.5376210366424774,897.9643837699497,917.5904697430506,4.064605253705304,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,3,2,1,3,2,1.8580726700866381,17.781580537919638,8,0.02292496524630594,0.7502371491830836,0.3443725166055945,0.16669907340364953,844.6034728850778,862.4453692242605,4.060807267008664,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
5,3,1,2,3,2,2.5521695399668824,120.13786713244629,10,0.0,0.45156426793268345,-0.5356200497884865,0.5003132362749594,904.1564544922159,923.7825404653167,4.0552169539966885,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,sdiff_gdp_2|d_lfp_rate|d_employment_rate
4,2,1,1,2,1,3.046666116046025,106.71751349634299,3,0.0,0.45750000446257555,-1.7124999776871221,0.8864190536132778,659.6634679691309,673.936985040477,4.054666611604603,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate
3,3,2,0,2,1,2.1600536481855985,5.680848162629971,6,0.45987366764625726,1.0,1.0297994816562306,0.0,725.0362121567687,741.093918862033,4.049338698151893,d_tax_burden|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
5,3,1,2,3,2,2.477129936043078,138.59061828297175,10,0.0,0.47482133560932027,-0.4705002602939035,0.5406028164822786,878.5798503007165,898.2059362738174,4.047712993604308,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,2,1,1,2,1,2.9668092036258047,110.88298564325035,3,0.0,0.5007522172647696,-1.4962389136761518,0.9040438848762817,638.9222322160583,653.1957492874044,4.04668092036258,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate
4,2,2,1,1,1,1.7056089899062388,8.471827068509818,3,0.037203443270098946,0.8764682816902993,0.38234140845149683,0.20360067624518988,708.3072239297389,722.580741001085,4.045560898990624,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|sdiff_gdp_2
5,2,1,1,3,1,2.3314108640998277,111.23149376995573,4,0.0,0.506497491626473,-1.590888168961017,0.7805573976112568,757.9302350364776,773.9879417417419,4.033141086409983,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate
5,3,1,2,3,2,2.3310101239733907,120.62127663185468,10,0.0,0.5066754606463186,-0.38130871019030754,0.5014100042331867,881.2253789412766,900.8514649143775,4.0331010123973385,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,2,2,1,1,1,1.4865727681805687,9.328259818945345,3,0.025230353204739764,0.6969832548838424,-0.5150837255807883,0.21895516039759705,732.5743807551111,746.8478978264571,4.0236572768180565,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|sdiff_gdp_2
4,2,2,0,3,1,1.9280858935299723,4.974742641031547,3,0.17365598230921298,0.9431680945924219,0.7158404729621095,0.1223117799844572,714.3579775210934,728.6314945924395,4.017808589352997,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate
4,3,3,0,3,2,1.9272183397419191,11.879240987702296,8,0.15667372767530174,0.8971738524886659,0.730081362782748,0.10497890734709812,840.1383943386925,857.9802906778751,4.017721833974192,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_gdp_2
3,2,2,0,1,1,4.831764939481862,3.1691419155371747,2,0.20503574324108886,0.9824046731643612,0.9120233658218058,0.11526362646407458,559.9982417566381,572.4875691940659,4.016509827281519,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_gdp_2
3,3,1,1,1,2,3.9428938952254455,9.142033258436392,6,0.16574638237546147,0.967082745964506,0.9177068649112651,0.10909464299607419,659.8198743043463,675.8775810096106,4.010956056189212,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
